datum,kraj_nuts_kod,okres_lau_kod,prirustkovy_pocet_testu_okres,kumulativni_pocet_testu_okres,prirustkovy_pocet_testu_kraj,kumulativni_pocet_testu_kraj,prirustkovy_pocet_prvnich_testu_okres,kumulativni_pocet_prvnich_testu_okres,prirustkovy_pocet_prvnich_testu_kraj,kumulativni_pocet_prvnich_testu_kraj
2020-08-31,CZ020,CZ0201,78,1710,1075,27012,67,1431,861,21385
2020-08-31,CZ020,CZ0202,75,1506,1075,27012,67,1287,861,21385
2020-08-31,CZ020,CZ0208,40,2008,1075,27012,28,1410,861,21385
2020-08-31,CZ020,CZ0209,212,4587,1075,27012,165,3540,861,21385
2020-09-01,CZ020,CZ0208,89,2097,1587,28599,71,1481,1385,22770
2020-09-01,CZ020,CZ0207,182,3345,1587,28599,158,2859,1385,22770
2020-09-01,CZ020,CZ0201,90,1800,1587,28599,84,1515,1385,22770
2020-09-01,CZ020,CZ0204,258,2311,1587,28599,228,1905,1385,22770
2020-09-01,CZ020,CZ0206,69,2059,1587,28599,58,1568,1385,22770
2020-09-01,CZ020,CZ020B,126,2230,1587,28599,105,1759,1385,22770
2020-09-01,CZ020,CZ0205,61,1370,1587,28599,54,1075,1385,22770
2020-09-01,CZ020,CZ0202,95,1601,1587,28599,82,1369,1385,22770
2020-09-01,CZ020,CZ0209,237,4824,1587,28599,208,3748,1385,22770
2020-09-01,CZ020,CZ020C,32,444,1587,28599,29,395,1385,22770
2020-09-01,CZ020,CZ020A,234,4693,1587,28599,201,3527,1385,22770
2020-09-01,CZ020,CZ0203,114,1825,1587,28599,107,1569,1385,22770
2020-09-02,CZ020,CZ020A,214,4907,1326,29925,171,3698,1079,23849
2020-09-02,CZ020,CZ0203,85,1910,1326,29925,79,1648,1079,23849
2020-09-02,CZ020,CZ020C,22,466,1326,29925,22,417,1079,23849
2020-09-02,CZ020,CZ0209,276,5100,1326,29925,222,3970,1079,23849
2020-09-02,CZ020,CZ0207,100,3445,1326,29925,73,2932,1079,23849
2020-09-02,CZ020,CZ0205,65,1435,1326,29925,52,1127,1079,23849
2020-09-02,CZ020,CZ020B,104,2334,1326,29925,71,1830,1079,23849
2020-09-02,CZ020,CZ0206,82,2141,1326,29925,71,1639,1079,23849
2020-09-02,CZ020,CZ0204,96,2407,1326,29925,69,1974,1079,23849
2020-09-02,CZ020,CZ0201,87,1887,1326,29925,83,1598,1079,23849
2020-09-02,CZ020,CZ0202,115,1716,1326,29925,100,1469,1079,23849
2020-09-02,CZ020,CZ0208,80,2177,1326,29925,66,1547,1079,23849
2020-09-03,CZ020,CZ0203,128,2038,1503,31428,101,1749,1260,25109
2020-09-03,CZ020,CZ020A,241,5148,1503,31428,212,3910,1260,25109
2020-09-03,CZ020,CZ0207,116,3561,1503,31428,88,3020,1260,25109
2020-09-03,CZ020,CZ020B,137,2471,1503,31428,111,1941,1260,25109
2020-09-03,CZ020,CZ0204,122,2529,1503,31428,108,2082,1260,25109
2020-09-03,CZ020,CZ020C,50,516,1503,31428,44,461,1260,25109
2020-09-03,CZ020,CZ0205,69,1504,1503,31428,51,1178,1260,25109
2020-09-03,CZ020,CZ0206,122,2263,1503,31428,101,1740,1260,25109
2020-09-03,CZ020,CZ0201,53,1940,1503,31428,48,1646,1260,25109
2020-09-03,CZ020,CZ0202,115,1831,1503,31428,104,1573,1260,25109
2020-09-03,CZ020,CZ0209,259,5359,1503,31428,223,4193,1260,25109
2020-09-03,CZ020,CZ0208,91,2268,1503,31428,69,1616,1260,25109
2020-09-04,CZ020,CZ0208,176,2444,1980,33408,155,1771,1557,26666
2020-09-04,CZ020,CZ0202,164,1995,1980,33408,107,1680,1557,26666
2020-09-04,CZ020,CZ0201,123,2063,1980,33408,95,1741,1557,26666
2020-09-04,CZ020,CZ0204,169,2698,1980,33408,121,2203,1557,26666
2020-09-04,CZ020,CZ0206,129,2392,1980,33408,100,1840,1557,26666
2020-09-04,CZ020,CZ020B,174,2645,1980,33408,131,2072,1557,26666
2020-09-04,CZ020,CZ0205,85,1589,1980,33408,67,1245,1557,26666
2020-09-04,CZ020,CZ0207,139,3700,1980,33408,105,3125,1557,26666
2020-09-04,CZ020,CZ0209,311,5670,1980,33408,255,4448,1557,26666
2020-09-04,CZ020,CZ020C,50,566,1980,33408,42,503,1557,26666
2020-09-04,CZ020,CZ0203,189,2227,1980,33408,168,1917,1557,26666
2020-09-04,CZ020,CZ020A,271,5419,1980,33408,211,4121,1557,26666
2020-09-05,CZ020,CZ020C,64,630,1375,34783,61,564,1112,27778
2020-09-05,CZ020,CZ0209,225,5895,1375,34783,192,4640,1112,27778
2020-09-05,CZ020,CZ0208,87,2531,1375,34783,66,1837,1112,27778
2020-09-05,CZ020,CZ0201,58,2121,1375,34783,51,1792,1112,27778
2020-09-05,CZ020,CZ0204,148,2846,1375,34783,71,2274,1112,27778
2020-09-05,CZ020,CZ0206,105,2497,1375,34783,87,1927,1112,27778
2020-09-05,CZ020,CZ020B,48,2693,1375,34783,30,2102,1112,27778
2020-09-05,CZ020,CZ0205,24,1613,1375,34783,24,1269,1112,27778
2020-09-05,CZ020,CZ0207,164,3864,1375,34783,134,3259,1112,27778
2020-09-05,CZ020,CZ0202,103,2098,1375,34783,90,1770,1112,27778
2020-09-05,CZ020,CZ020A,228,5647,1375,34783,188,4309,1112,27778
2020-09-05,CZ020,CZ0203,121,2348,1375,34783,118,2035,1112,27778
2020-09-06,CZ020,CZ0209,151,6046,756,35539,116,4756,626,28404
2020-09-06,CZ020,CZ0208,52,2583,756,35539,41,1878,626,28404
2020-09-06,CZ020,CZ0202,66,2164,756,35539,54,1824,626,28404
2020-09-06,CZ020,CZ0201,30,2151,756,35539,27,1819,626,28404
2020-09-06,CZ020,CZ0206,62,2559,756,35539,55,1982,626,28404
2020-09-06,CZ020,CZ0204,59,2905,756,35539,41,2315,626,28404
2020-09-06,CZ020,CZ020B,27,2720,756,35539,26,2128,626,28404
2020-09-06,CZ020,CZ0207,51,3915,756,35539,46,3305,626,28404
2020-09-06,CZ020,CZ0205,17,1630,756,35539,13,1282,626,28404
2020-09-06,CZ020,CZ020C,14,644,756,35539,14,578,626,28404
2020-09-06,CZ020,CZ020A,144,5791,756,35539,119,4428,626,28404
2020-09-06,CZ020,CZ0203,83,2431,756,35539,74,2109,626,28404
2020-09-07,CZ020,CZ0205,101,1731,1586,37125,67,1349,1220,29624
2020-09-07,CZ020,CZ0208,76,2659,1586,37125,65,1943,1220,29624
2020-09-07,CZ020,CZ0202,142,2306,1586,37125,121,1945,1220,29624
2020-09-07,CZ020,CZ0201,108,2259,1586,37125,81,1900,1220,29624
2020-09-07,CZ020,CZ0206,131,2690,1586,37125,100,2082,1220,29624
2020-09-07,CZ020,CZ0204,53,2958,1586,37125,42,2357,1220,29624
2020-09-07,CZ020,CZ020B,192,2912,1586,37125,144,2272,1220,29624
2020-09-07,CZ020,CZ0207,128,4043,1586,37125,103,3408,1220,29624
2020-09-07,CZ020,CZ020C,37,681,1586,37125,34,612,1220,29624
2020-09-07,CZ020,CZ0209,237,6283,1586,37125,172,4928,1220,29624
2020-09-07,CZ020,CZ020A,219,6010,1586,37125,163,4591,1220,29624
2020-09-07,CZ020,CZ0203,162,2593,1586,37125,128,2237,1220,29624
2020-09-08,CZ020,CZ0203,434,3027,2613,39738,403,2640,2186,31810
2020-09-08,CZ020,CZ020A,418,6428,2613,39738,363,4954,2186,31810
2020-09-08,CZ020,CZ0209,387,6670,2613,39738,304,5232,2186,31810
2020-09-08,CZ020,CZ0202,275,2581,2613,39738,240,2185,2186,31810
2020-09-08,CZ020,CZ0207,178,4221,2613,39738,140,3548,2186,31810
2020-09-08,CZ020,CZ020C,72,753,2613,39738,70,682,2186,31810
2020-09-08,CZ020,CZ0205,91,1822,2613,39738,74,1423,2186,31810
2020-09-08,CZ020,CZ020B,227,3139,2613,39738,181,2453,2186,31810
2020-09-08,CZ020,CZ0204,115,3073,2613,39738,87,2444,2186,31810
2020-09-08,CZ020,CZ0206,130,2820,2613,39738,101,2183,2186,31810
2020-09-08,CZ020,CZ0201,115,2374,2613,39738,96,1996,2186,31810
2020-09-08,CZ020,CZ0208,171,2830,2613,39738,127,2070,2186,31810
2020-09-09,CZ020,CZ0208,156,2986,2448,42186,134,2204,2058,33868
2020-09-09,CZ020,CZ0209,343,7013,2448,42186,273,5505,2058,33868
2020-09-09,CZ020,CZ0202,224,2805,2448,42186,186,2371,2058,33868
2020-09-09,CZ020,CZ0201,153,2527,2448,42186,120,2116,2058,33868
2020-09-09,CZ020,CZ0206,165,2985,2448,42186,131,2314,2058,33868
2020-09-09,CZ020,CZ0205,52,1874,2448,42186,46,1469,2058,33868
2020-09-09,CZ020,CZ020C,51,804,2448,42186,47,729,2058,33868
2020-09-09,CZ020,CZ0204,146,3219,2448,42186,130,2574,2058,33868
2020-09-09,CZ020,CZ020B,167,3306,2448,42186,127,2580,2058,33868
2020-09-09,CZ020,CZ0207,181,4402,2448,42186,148,3696,2058,33868
2020-09-09,CZ020,CZ020A,403,6831,2448,42186,342,5296,2058,33868
2020-09-09,CZ020,CZ0203,407,3434,2448,42186,374,3014,2058,33868
2020-09-10,CZ020,CZ020A,388,7219,2495,44681,316,5612,2025,35893
2020-09-10,CZ020,CZ0203,268,3702,2495,44681,247,3261,2025,35893
2020-09-10,CZ020,CZ0205,159,2033,2495,44681,151,1620,2025,35893
2020-09-10,CZ020,CZ020C,54,858,2495,44681,50,779,2025,35893
2020-09-10,CZ020,CZ0207,154,4556,2495,44681,114,3810,2025,35893
2020-09-10,CZ020,CZ0206,146,3131,2495,44681,102,2416,2025,35893
2020-09-10,CZ020,CZ0201,134,2661,2495,44681,108,2224,2025,35893
2020-09-10,CZ020,CZ0204,181,3400,2495,44681,166,2740,2025,35893
2020-09-10,CZ020,CZ020B,308,3614,2495,44681,204,2784,2025,35893
2020-09-10,CZ020,CZ0202,238,3043,2495,44681,200,2571,2025,35893
2020-09-10,CZ020,CZ0209,343,7356,2495,44681,266,5771,2025,35893
2020-09-10,CZ020,CZ0208,122,3108,2495,44681,101,2305,2025,35893
2020-09-11,CZ020,CZ0203,390,4092,3407,48088,335,3596,2749,38642
2020-09-11,CZ020,CZ020A,469,7688,3407,48088,362,5974,2749,38642
2020-09-11,CZ020,CZ020C,92,950,3407,48088,71,850,2749,38642
2020-09-11,CZ020,CZ0205,96,2129,3407,48088,81,1701,2749,38642
2020-09-11,CZ020,CZ0207,273,4829,3407,48088,232,4042,2749,38642
2020-09-11,CZ020,CZ020B,220,3834,3407,48088,173,2957,2749,38642
2020-09-11,CZ020,CZ0204,214,3614,3407,48088,157,2897,2749,38642
2020-09-11,CZ020,CZ0206,213,3344,3407,48088,179,2595,2749,38642
2020-09-11,CZ020,CZ0201,235,2896,3407,48088,197,2421,2749,38642
2020-09-11,CZ020,CZ0202,331,3374,3407,48088,277,2848,2749,38642
2020-09-11,CZ020,CZ0208,294,3402,3407,48088,215,2520,2749,38642
2020-09-11,CZ020,CZ0209,580,7936,3407,48088,470,6241,2749,38642
2020-09-12,CZ020,CZ0203,322,4414,2307,50395,254,3850,1627,40269
2020-09-12,CZ020,CZ020A,384,8072,2307,50395,290,6264,1627,40269
2020-09-12,CZ020,CZ0209,436,8372,2307,50395,295,6536,1627,40269
2020-09-12,CZ020,CZ020C,145,1095,2307,50395,70,920,1627,40269
2020-09-12,CZ020,CZ0207,137,4966,2307,50395,102,4144,1627,40269
2020-09-12,CZ020,CZ020B,56,3890,2307,50395,41,2998,1627,40269
2020-09-12,CZ020,CZ0204,122,3736,2307,50395,87,2984,1627,40269
2020-09-12,CZ020,CZ0206,260,3604,2307,50395,177,2772,1627,40269
2020-09-12,CZ020,CZ0201,102,2998,2307,50395,74,2495,1627,40269
2020-09-12,CZ020,CZ0202,175,3549,2307,50395,123,2971,1627,40269
2020-09-12,CZ020,CZ0208,142,3544,2307,50395,95,2615,1627,40269
2020-09-12,CZ020,CZ0205,26,2155,2307,50395,19,1720,1627,40269
2020-09-13,CZ020,CZ0205,56,2211,1122,51517,48,1768,840,41109
2020-09-13,CZ020,CZ0208,62,3606,1122,51517,50,2665,840,41109
2020-09-13,CZ020,CZ0202,116,3665,1122,51517,70,3041,840,41109
2020-09-13,CZ020,CZ0204,86,3822,1122,51517,68,3052,840,41109
2020-09-13,CZ020,CZ020B,26,3916,1122,51517,22,3020,840,41109
2020-09-13,CZ020,CZ0207,48,5014,1122,51517,40,4184,840,41109
2020-09-13,CZ020,CZ0201,43,3041,1122,51517,33,2528,840,41109
2020-09-13,CZ020,CZ0206,120,3724,1122,51517,100,2872,840,41109
2020-09-13,CZ020,CZ020C,27,1122,1122,51517,16,936,840,41109
2020-09-13,CZ020,CZ0209,281,8653,1122,51517,203,6739,840,41109
2020-09-13,CZ020,CZ0203,80,4494,1122,51517,58,3908,840,41109
2020-09-13,CZ020,CZ020A,177,8249,1122,51517,132,6396,840,41109
2020-09-14,CZ020,CZ0203,522,5016,2873,54390,263,4171,1942,43051
2020-09-14,CZ020,CZ020A,427,8676,2873,54390,310,6706,1942,43051
2020-09-14,CZ020,CZ0207,133,5147,2873,54390,70,4254,1942,43051
2020-09-14,CZ020,CZ020B,303,4219,2873,54390,239,3259,1942,43051
2020-09-14,CZ020,CZ0204,124,3946,2873,54390,92,3144,1942,43051
2020-09-14,CZ020,CZ020C,70,1192,2873,54390,48,984,1942,43051
2020-09-14,CZ020,CZ0205,141,2352,2873,54390,85,1853,1942,43051
2020-09-14,CZ020,CZ0206,250,3974,2873,54390,206,3078,1942,43051
2020-09-14,CZ020,CZ0201,139,3180,2873,54390,87,2615,1942,43051
2020-09-14,CZ020,CZ0202,313,3978,2873,54390,230,3271,1942,43051
2020-09-14,CZ020,CZ0209,364,9017,2873,54390,251,6990,1942,43051
2020-09-14,CZ020,CZ0208,87,3693,2873,54390,61,2726,1942,43051
2020-09-15,CZ020,CZ020A,461,9137,3324,57714,371,7077,2516,45567
2020-09-15,CZ020,CZ0203,275,5291,3324,57714,211,4382,2516,45567
2020-09-15,CZ020,CZ020C,50,1242,3324,57714,46,1030,2516,45567
2020-09-15,CZ020,CZ0209,512,9529,3324,57714,373,7363,2516,45567
2020-09-15,CZ020,CZ0207,359,5506,3324,57714,308,4562,2516,45567
2020-09-15,CZ020,CZ0205,159,2511,3324,57714,128,1981,2516,45567
2020-09-15,CZ020,CZ020B,235,4454,3324,57714,148,3407,2516,45567
2020-09-15,CZ020,CZ0206,242,4216,3324,57714,182,3260,2516,45567
2020-09-15,CZ020,CZ0204,201,4147,3324,57714,116,3260,2516,45567
2020-09-15,CZ020,CZ0201,321,3501,3324,57714,266,2881,2516,45567
2020-09-15,CZ020,CZ0202,215,4193,3324,57714,166,3437,2516,45567
2020-09-15,CZ020,CZ0208,294,3987,3324,57714,201,2927,2516,45567
2020-09-16,CZ020,CZ0203,264,5555,2954,60668,227,4609,2438,48005
2020-09-16,CZ020,CZ020A,420,9557,2954,60668,343,7420,2438,48005
2020-09-16,CZ020,CZ020C,75,1317,2954,60668,70,1100,2438,48005
2020-09-16,CZ020,CZ0209,477,10006,2954,60668,401,7764,2438,48005
2020-09-16,CZ020,CZ0202,252,4445,2954,60668,206,3643,2438,48005
2020-09-16,CZ020,CZ0205,102,2613,2954,60668,86,2067,2438,48005
2020-09-16,CZ020,CZ020B,285,4739,2954,60668,229,3636,2438,48005
2020-09-16,CZ020,CZ0206,236,4452,2954,60668,201,3461,2438,48005
2020-09-16,CZ020,CZ0204,184,4331,2954,60668,149,3409,2438,48005
2020-09-16,CZ020,CZ0201,240,3741,2954,60668,190,3071,2438,48005
2020-09-16,CZ020,CZ0207,217,5723,2954,60668,168,4730,2438,48005
2020-09-16,CZ020,CZ0208,202,4189,2954,60668,168,3095,2438,48005
2020-09-17,CZ020,CZ0208,159,4348,3562,64230,135,3230,2781,50786
2020-09-17,CZ020,CZ0209,582,10588,3562,64230,451,8215,2781,50786
2020-09-17,CZ020,CZ0202,279,4724,3562,64230,222,3865,2781,50786
2020-09-17,CZ020,CZ0201,168,3909,3562,64230,142,3213,2781,50786
2020-09-17,CZ020,CZ0206,327,4779,3562,64230,254,3715,2781,50786
2020-09-17,CZ020,CZ0205,115,2728,3562,64230,71,2138,2781,50786
2020-09-17,CZ020,CZ020C,88,1405,3562,64230,62,1162,2781,50786
2020-09-17,CZ020,CZ0204,178,4509,3562,64230,142,3551,2781,50786
2020-09-17,CZ020,CZ020B,292,5031,3562,64230,221,3857,2781,50786
2020-09-17,CZ020,CZ0207,237,5960,3562,64230,203,4933,2781,50786
2020-09-17,CZ020,CZ020A,570,10127,3562,64230,468,7888,2781,50786
2020-09-17,CZ020,CZ0203,567,6122,3562,64230,410,5019,2781,50786
2020-09-18,CZ020,CZ0205,173,2901,3430,67660,149,2287,2564,53350
2020-09-18,CZ020,CZ0208,203,4551,3430,67660,171,3401,2564,53350
2020-09-18,CZ020,CZ0202,234,4958,3430,67660,158,4023,2564,53350
2020-09-18,CZ020,CZ0201,286,4195,3430,67660,236,3449,2564,53350
2020-09-18,CZ020,CZ0206,322,5101,3430,67660,206,3921,2564,53350
2020-09-18,CZ020,CZ0204,186,4695,3430,67660,142,3693,2564,53350
2020-09-18,CZ020,CZ020B,247,5278,3430,67660,185,4042,2564,53350
2020-09-18,CZ020,CZ0207,307,6267,3430,67660,261,5194,2564,53350
2020-09-18,CZ020,CZ020C,55,1460,3430,67660,40,1202,2564,53350
2020-09-18,CZ020,CZ0209,601,11189,3430,67660,448,8663,2564,53350
2020-09-18,CZ020,CZ020A,517,10644,3430,67660,379,8267,2564,53350
2020-09-18,CZ020,CZ0203,299,6421,3430,67660,189,5208,2564,53350
2020-09-19,CZ020,CZ0209,400,11589,2581,70241,302,8965,1858,55208
2020-09-19,CZ020,CZ0208,128,4679,2581,70241,94,3495,1858,55208
2020-09-19,CZ020,CZ0202,178,5136,2581,70241,124,4147,1858,55208
2020-09-19,CZ020,CZ0201,195,4390,2581,70241,158,3607,1858,55208
2020-09-19,CZ020,CZ0206,297,5398,2581,70241,151,4072,1858,55208
2020-09-19,CZ020,CZ0204,117,4812,2581,70241,98,3791,1858,55208
2020-09-19,CZ020,CZ020B,54,5332,2581,70241,43,4085,1858,55208
2020-09-19,CZ020,CZ0207,248,6515,2581,70241,193,5387,1858,55208
2020-09-19,CZ020,CZ0205,110,3011,2581,70241,98,2385,1858,55208
2020-09-19,CZ020,CZ020C,89,1549,2581,70241,64,1266,1858,55208
2020-09-19,CZ020,CZ020A,515,11159,2581,70241,364,8631,1858,55208
2020-09-19,CZ020,CZ0203,250,6671,2581,70241,169,5377,1858,55208
2020-09-20,CZ020,CZ0203,212,6883,2061,72302,146,5523,1465,56673
2020-09-20,CZ020,CZ020A,332,11491,2061,72302,221,8852,1465,56673
2020-09-20,CZ020,CZ0209,389,11978,2061,72302,274,9239,1465,56673
2020-09-20,CZ020,CZ020C,58,1607,2061,72302,40,1306,1465,56673
2020-09-20,CZ020,CZ0207,220,6735,2061,72302,192,5579,1465,56673
2020-09-20,CZ020,CZ020B,50,5382,2061,72302,35,4120,1465,56673
2020-09-20,CZ020,CZ0204,89,4901,2061,72302,62,3853,1465,56673
2020-09-20,CZ020,CZ0206,263,5661,2061,72302,202,4274,1465,56673
2020-09-20,CZ020,CZ0201,55,4445,2061,72302,49,3656,1465,56673
2020-09-20,CZ020,CZ0202,128,5264,2061,72302,107,4254,1465,56673
2020-09-20,CZ020,CZ0208,232,4911,2061,72302,108,3603,1465,56673
2020-09-20,CZ020,CZ0205,33,3044,2061,72302,29,2414,1465,56673
2020-09-21,CZ020,CZ0208,192,5103,3296,75598,143,3746,2256,58929
2020-09-21,CZ020,CZ0209,614,12592,3296,75598,448,9687,2256,58929
2020-09-21,CZ020,CZ0202,191,5455,3296,75598,116,4370,2256,58929
2020-09-21,CZ020,CZ020B,274,5656,3296,75598,183,4303,2256,58929
2020-09-21,CZ020,CZ0204,211,5112,3296,75598,135,3988,2256,58929
2020-09-21,CZ020,CZ0201,196,4641,3296,75598,132,3788,2256,58929
2020-09-21,CZ020,CZ0206,482,6143,3296,75598,276,4550,2256,58929
2020-09-21,CZ020,CZ0207,280,7015,3296,75598,178,5757,2256,58929
2020-09-21,CZ020,CZ020C,105,1712,3296,75598,87,1393,2256,58929
2020-09-21,CZ020,CZ0205,111,3155,3296,75598,87,2501,2256,58929
2020-09-21,CZ020,CZ0203,271,7154,3296,75598,195,5718,2256,58929
2020-09-21,CZ020,CZ020A,369,11860,3296,75598,276,9128,2256,58929
2020-09-22,CZ020,CZ0208,211,5314,3571,79169,167,3913,2756,61685
2020-09-22,CZ020,CZ0201,352,4993,3571,79169,221,4009,2756,61685
2020-09-22,CZ020,CZ0206,315,6458,3571,79169,257,4807,2756,61685
2020-09-22,CZ020,CZ0204,214,5326,3571,79169,173,4161,2756,61685
2020-09-22,CZ020,CZ020B,336,5992,3571,79169,191,4494,2756,61685
2020-09-22,CZ020,CZ0205,132,3287,3571,79169,109,2610,2756,61685
2020-09-22,CZ020,CZ020C,65,1777,3571,79169,49,1442,2756,61685
2020-09-22,CZ020,CZ0207,321,7336,3571,79169,276,6033,2756,61685
2020-09-22,CZ020,CZ0202,214,5669,3571,79169,173,4543,2756,61685
2020-09-22,CZ020,CZ0209,562,13154,3571,79169,461,10148,2756,61685
2020-09-22,CZ020,CZ020A,575,12435,3571,79169,459,9587,2756,61685
2020-09-22,CZ020,CZ0203,274,7428,3571,79169,220,5938,2756,61685
2020-09-23,CZ020,CZ020A,460,12895,3106,82275,361,9948,2508,64193
2020-09-23,CZ020,CZ0203,216,7644,3106,82275,175,6113,2508,64193
2020-09-23,CZ020,CZ0209,564,13718,3106,82275,487,10635,2508,64193
2020-09-23,CZ020,CZ020C,53,1830,3106,82275,45,1487,2508,64193
2020-09-23,CZ020,CZ0206,327,6785,3106,82275,270,5077,2508,64193
2020-09-23,CZ020,CZ0201,162,5155,3106,82275,134,4143,2508,64193
2020-09-23,CZ020,CZ0207,316,7652,3106,82275,248,6281,2508,64193
2020-09-23,CZ020,CZ020B,242,6234,3106,82275,176,4670,2508,64193
2020-09-23,CZ020,CZ0204,204,5530,3106,82275,171,4332,2508,64193
2020-09-23,CZ020,CZ0202,226,5895,3106,82275,170,4713,2508,64193
2020-09-23,CZ020,CZ0208,188,5502,3106,82275,154,4067,2508,64193
2020-09-23,CZ020,CZ0205,148,3435,3106,82275,117,2727,2508,64193
2020-09-24,CZ020,CZ0203,247,7891,3422,85697,202,6315,2745,66938
2020-09-24,CZ020,CZ020A,554,13449,3422,85697,443,10391,2745,66938
2020-09-24,CZ020,CZ0209,626,14344,3422,85697,496,11131,2745,66938
2020-09-24,CZ020,CZ0207,316,7968,3422,85697,234,6515,2745,66938
2020-09-24,CZ020,CZ020C,82,1912,3422,85697,77,1564,2745,66938
2020-09-24,CZ020,CZ0205,126,3561,3422,85697,82,2809,2745,66938
2020-09-24,CZ020,CZ020B,251,6485,3422,85697,196,4866,2745,66938
2020-09-24,CZ020,CZ0204,184,5714,3422,85697,160,4492,2745,66938
2020-09-24,CZ020,CZ0206,347,7132,3422,85697,283,5360,2745,66938
2020-09-24,CZ020,CZ0201,263,5418,3422,85697,215,4358,2745,66938
2020-09-24,CZ020,CZ0202,239,6134,3422,85697,200,4913,2745,66938
2020-09-24,CZ020,CZ0208,187,5689,3422,85697,157,4224,2745,66938
2020-09-25,CZ020,CZ0203,260,8151,3079,88776,195,6510,2454,69392
2020-09-25,CZ020,CZ020A,473,13922,3079,88776,372,10763,2454,69392
2020-09-25,CZ020,CZ020C,89,2001,3079,88776,70,1634,2454,69392
2020-09-25,CZ020,CZ0205,120,3681,3079,88776,105,2914,2454,69392
2020-09-25,CZ020,CZ0207,293,8261,3079,88776,205,6720,2454,69392
2020-09-25,CZ020,CZ020B,229,6714,3079,88776,171,5037,2454,69392
2020-09-25,CZ020,CZ0204,163,5877,3079,88776,135,4627,2454,69392
2020-09-25,CZ020,CZ0206,246,7378,3079,88776,215,5575,2454,69392
2020-09-25,CZ020,CZ0201,260,5678,3079,88776,201,4559,2454,69392
2020-09-25,CZ020,CZ0202,172,6306,3079,88776,130,5043,2454,69392
2020-09-25,CZ020,CZ0208,221,5910,3079,88776,198,4422,2454,69392
2020-09-25,CZ020,CZ0209,553,14897,3079,88776,457,11588,2454,69392
2020-09-26,CZ020,CZ0205,55,3736,2433,91209,47,2961,1926,71318
2020-09-26,CZ020,CZ0208,129,6039,2433,91209,96,4518,1926,71318
2020-09-26,CZ020,CZ0202,168,6474,2433,91209,134,5177,1926,71318
2020-09-26,CZ020,CZ0201,185,5863,2433,91209,156,4715,1926,71318
2020-09-26,CZ020,CZ0206,214,7592,2433,91209,181,5756,1926,71318
2020-09-26,CZ020,CZ0204,169,6046,2433,91209,136,4763,1926,71318
2020-09-26,CZ020,CZ020B,110,6824,2433,91209,88,5125,1926,71318
2020-09-26,CZ020,CZ0207,233,8494,2433,91209,150,6870,1926,71318
2020-09-26,CZ020,CZ020C,67,2068,2433,91209,54,1688,1926,71318
2020-09-26,CZ020,CZ0209,477,15374,2433,91209,370,11958,1926,71318
2020-09-26,CZ020,CZ020A,413,14335,2433,91209,335,11098,1926,71318
2020-09-26,CZ020,CZ0203,213,8364,2433,91209,179,6689,1926,71318
2020-09-27,CZ020,CZ0208,358,6397,2153,93362,291,4809,1721,73039
2020-09-27,CZ020,CZ0207,165,8659,2153,93362,123,6993,1721,73039
2020-09-27,CZ020,CZ0201,168,6031,2153,93362,140,4855,1721,73039
2020-09-27,CZ020,CZ0204,202,6248,2153,93362,144,4907,1721,73039
2020-09-27,CZ020,CZ0206,156,7748,2153,93362,122,5878,1721,73039
2020-09-27,CZ020,CZ020B,55,6879,2153,93362,46,5171,1721,73039
2020-09-27,CZ020,CZ0205,78,3814,2153,93362,60,3021,1721,73039
2020-09-27,CZ020,CZ0202,70,6544,2153,93362,59,5236,1721,73039
2020-09-27,CZ020,CZ0209,370,15744,2153,93362,280,12238,1721,73039
2020-09-27,CZ020,CZ020C,54,2122,2153,93362,48,1736,1721,73039
2020-09-27,CZ020,CZ020A,269,14604,2153,93362,228,11326,1721,73039
2020-09-27,CZ020,CZ0203,208,8572,2153,93362,180,6869,1721,73039
2020-09-28,CZ020,CZ0205,48,3862,1843,95205,45,3066,1395,74434
2020-09-28,CZ020,CZ0208,86,6483,1843,95205,71,4880,1395,74434
2020-09-28,CZ020,CZ0202,111,6655,1843,95205,86,5322,1395,74434
2020-09-28,CZ020,CZ0204,90,6338,1843,95205,57,4964,1395,74434
2020-09-28,CZ020,CZ020B,246,7125,1843,95205,184,5355,1395,74434
2020-09-28,CZ020,CZ0207,109,8768,1843,95205,88,7081,1395,74434
2020-09-28,CZ020,CZ0201,229,6260,1843,95205,185,5040,1395,74434
2020-09-28,CZ020,CZ0206,141,7889,1843,95205,109,5987,1395,74434
2020-09-28,CZ020,CZ020C,47,2169,1843,95205,31,1767,1395,74434
2020-09-28,CZ020,CZ0209,315,16059,1843,95205,224,12462,1395,74434
2020-09-28,CZ020,CZ0203,163,8735,1843,95205,116,6985,1395,74434
2020-09-28,CZ020,CZ020A,258,14862,1843,95205,199,11525,1395,74434
2020-09-29,CZ020,CZ0203,160,8895,2650,97855,124,7109,2047,76481
2020-09-29,CZ020,CZ020A,445,15307,2650,97855,324,11849,2047,76481
2020-09-29,CZ020,CZ0202,158,6813,2650,97855,124,5446,2047,76481
2020-09-29,CZ020,CZ0207,230,8998,2650,97855,187,7268,2047,76481
2020-09-29,CZ020,CZ0205,196,4058,2650,97855,174,3240,2047,76481
2020-09-29,CZ020,CZ020B,163,7288,2650,97855,135,5490,2047,76481
2020-09-29,CZ020,CZ0206,176,8065,2650,97855,140,6127,2047,76481
